"sale_id","product_id","brand_id","section_id","category_id","position_id","promotion","seasonal","scraped_at","sales_volume"
93,"167640",5,10,22,14,True,True,"2024-02-19 08:51:07.123755",1017
94,"165158",5,10,22,13,False,False,"2024-02-19 08:51:07.574182",1622
95,"111521",5,10,22,13,True,True,"2024-02-19 08:51:08.034717",2553
96,"120228",5,10,22,14,False,False,"2024-02-19 08:51:09.075286",2347
97,"133078",5,10,22,15,False,True,"2024-02-19 08:51:09.691591",2535
98,"137598",5,10,22,15,False,True,"2024-02-19 08:51:16.093596",2839
99,"138779",5,10,22,13,True,True,"2024-02-19 08:51:16.538826",2801
100,"198329",5,10,22,13,True,True,"2024-02-19 08:51:16.995121",628
101,"110295",5,10,22,14,True,False,"2024-02-19 08:51:17.402321",1448
102,"196427",5,10,22,15,True,False,"2024-02-19 08:51:17.903438",1401
103,"110075",5,10,22,13,True,True,"2024-02-19 08:51:18.383516",2185
104,"132322",5,10,22,13,True,False,"2024-02-19 08:51:30.601748",2135
105,"199631",5,10,22,13,True,False,"2024-02-19 08:51:31.586576",1269
106,"182306",5,10,22,13,False,False,"2024-02-19 08:51:32.152112",2805
107,"194915",5,10,22,15,True,False,"2024-02-19 08:51:32.570179",1796
108,"131298",5,10,22,14,True,False,"2024-02-19 08:51:33.175357",2133
109,"168571",5,10,22,15,False,False,"2024-02-19 08:51:33.607793",1778
110,"154224",5,10,22,14,True,False,"2024-02-19 08:51:34.039876",2474
111,"171061",5,10,22,15,False,True,"2024-02-19 08:51:34.443542",2032
112,"119049",5,10,22,15,False,True,"2024-02-19 08:51:35.399786",1659
113,"158781",5,10,22,14,True,True,"2024-02-19 08:51:35.881086",2443
114,"151438",5,10,22,15,False,True,"2024-02-19 08:51:36.352963",1137
115,"152871",5,10,22,14,False,True,"2024-02-19 08:51:36.786369",1847
116,"126806",5,10,22,14,True,True,"2024-02-19 08:51:37.296998",2404
117,"134104",5,10,22,14,False,True,"2024-02-19 08:51:37.74128",1466
118,"120266",5,10,22,13,False,False,"2024-02-19 08:51:38.23254",2328
119,"173550",5,10,22,14,False,True,"2024-02-19 08:51:38.734215",1431
120,"175927",5,10,22,14,False,True,"2024-02-19 08:51:39.17912",1506
121,"154278",5,10,22,14,False,True,"2024-02-19 08:51:39.644283",2749
122,"183537",5,10,22,13,True,True,"2024-02-19 08:51:40.120546",2434
123,"150424",5,10,22,13,False,True,"2024-02-19 08:51:40.636181",2067
124,"183825",5,10,22,15,True,True,"2024-02-19 08:51:41.127759",2989
125,"156342",5,10,25,13,True,True,"2024-02-19 08:54:39.950692",1466
126,"144012",5,10,22,13,True,False,"2024-02-19 08:51:41.683535",743
127,"147051",5,10,22,13,False,False,"2024-02-19 08:51:42.158903",2325
128,"185800",5,10,22,14,False,True,"2024-02-19 08:51:42.644399",1841
129,"197524",5,10,22,15,True,True,"2024-02-19 08:51:43.194626",2231
130,"148823",5,10,24,15,False,True,"2024-02-19 09:00:28.426225",2211
131,"114550",5,10,24,14,False,False,"2024-02-19 09:00:29.045781",2114
132,"125398",5,10,24,15,True,True,"2024-02-19 09:00:30.065752",1350
133,"123985",5,10,24,14,False,False,"2024-02-19 09:00:30.885861",2240
134,"186638",5,10,24,14,True,False,"2024-02-19 09:00:31.417902",1296
135,"167281",5,10,24,14,True,True,"2024-02-19 09:00:32.028826",892
136,"118578",5,10,24,14,False,True,"2024-02-19 09:00:32.665359",1678
137,"174041",5,10,24,14,False,False,"2024-02-19 09:00:33.381812",2016
138,"127644",5,10,24,13,False,True,"2024-02-19 09:00:34.017423",1498
139,"132007",5,10,24,15,False,True,"2024-02-19 09:00:34.990048",2491
140,"147998",5,10,24,15,False,False,"2024-02-19 09:00:36.249339",2556
141,"176666",5,10,24,15,True,False,"2024-02-19 09:00:37.07729",2852
142,"193686",5,10,24,15,True,False,"2024-02-19 09:00:37.630307",1899
143,"163610",5,10,24,13,True,False,"2024-02-19 09:00:38.63133",2466
144,"170364",5,10,24,15,False,False,"2024-02-19 09:00:39.391693",818
145,"167599",5,10,24,15,False,False,"2024-02-19 09:00:40.44932",1500
146,"166421",5,10,24,14,True,False,"2024-02-19 09:00:41.705006",2878
147,"129247",5,10,24,13,True,False,"2024-02-19 09:00:42.376148",2386
148,"127314",5,10,24,14,True,True,"2024-02-19 09:00:43.146819",2076
149,"111979",5,10,24,13,False,False,"2024-02-19 09:00:43.58091",2734
150,"120354",5,10,24,15,True,False,"2024-02-19 09:00:44.494819",2836
151,"144848",5,10,24,13,False,False,"2024-02-19 09:00:45.935135",2193
152,"111957",5,10,24,15,True,False,"2024-02-19 09:00:46.62927",2164
153,"160763",5,10,24,13,True,True,"2024-02-19 09:00:47.161331",991
154,"168270",5,10,24,14,True,True,"2024-02-19 09:00:47.683414",1525
155,"195082",5,10,24,13,False,False,"2024-02-19 09:00:48.234772",923
156,"110329",5,10,24,13,False,True,"2024-02-19 09:00:48.858592",2397
157,"147449",5,10,24,14,False,False,"2024-02-19 09:00:49.398791",1191
158,"193332",5,10,24,15,True,False,"2024-02-19 09:00:49.884546",1237
159,"146804",5,10,24,15,True,False,"2024-02-19 09:00:51.510009",1504
160,"188909",5,9,21,15,True,True,"2024-02-19 09:10:31.877971",2863
161,"165910",5,9,21,14,True,False,"2024-02-19 09:10:32.534246",2760
162,"136738",5,9,21,13,False,True,"2024-02-19 09:10:33.128884",542
163,"144497",5,9,21,14,True,True,"2024-02-19 09:10:33.890995",1105
164,"135036",5,9,21,14,True,False,"2024-02-19 09:10:34.521463",1435
165,"166331",5,9,21,15,True,True,"2024-02-19 09:10:35.068338",2877
166,"139789",5,9,21,15,False,True,"2024-02-19 09:10:35.641404",1094
167,"118569",5,9,21,15,False,True,"2024-02-19 09:10:36.152051",994
168,"155848",5,9,21,14,True,False,"2024-02-19 09:10:36.839166",1942
169,"152563",5,9,21,13,False,True,"2024-02-19 09:10:37.484871",2572
170,"115153",5,9,21,15,False,False,"2024-02-19 09:10:38.362632",1736
171,"125938",5,9,21,15,True,True,"2024-02-19 09:10:38.884024",1204
172,"122809",5,9,21,14,False,True,"2024-02-19 09:10:39.415761",1592
173,"181502",5,9,21,13,True,False,"2024-02-19 09:10:39.911179",2591
174,"182779",5,9,21,14,True,True,"2024-02-19 09:10:40.681401",2097
175,"155674",5,9,21,13,False,False,"2024-02-19 09:10:41.519426",897
176,"182866",5,9,21,15,False,True,"2024-02-19 09:10:42.016223",1552
177,"148230",5,9,21,13,True,False,"2024-02-19 09:10:42.593244",2494
178,"126979",5,9,21,13,False,False,"2024-02-19 09:10:43.379668",2141
179,"135521",5,9,21,14,False,True,"2024-02-19 09:10:43.883037",2835
180,"185809",5,9,21,14,False,False,"2024-02-19 09:10:44.463883",622
181,"171520",5,9,21,14,True,True,"2024-02-19 09:10:45.009106",2901
182,"122926",5,9,21,14,False,False,"2024-02-19 09:10:45.631804",867
183,"150953",5,9,21,13,True,True,"2024-02-19 09:10:46.121269",2434
184,"115873",5,9,21,14,True,True,"2024-02-19 09:10:46.622912",2606
185,"115581",5,9,21,15,False,True,"2024-02-19 09:10:47.341785",2728
186,"183634",5,9,21,13,True,True,"2024-02-19 09:10:48.087091",2778
187,"122484",5,9,21,15,True,True,"2024-02-19 09:10:48.719383",558
188,"183574",5,9,21,15,True,True,"2024-02-19 09:10:49.285266",1752
189,"185307",5,9,21,13,False,True,"2024-02-19 09:10:49.913569",2743
190,"118719",5,9,21,14,False,True,"2024-02-19 09:10:50.61215",1669
191,"134788",5,9,21,13,False,False,"2024-02-19 09:10:51.189028",2179
192,"140142",5,9,21,13,True,False,"2024-02-19 09:10:51.785857",606
193,"153997",5,9,21,14,False,True,"2024-02-19 09:10:52.485772",1608
194,"123230",5,10,22,15,False,True,"2024-02-19 08:51:28.667099",880
195,"154676",5,10,22,15,False,False,"2024-02-19 08:51:29.090402",943
196,"152985",5,10,22,15,True,True,"2024-02-19 08:51:29.625821",1049
197,"175584",5,10,25,13,False,False,"2024-02-19 08:54:37.7182",2084
198,"147491",5,10,25,14,False,False,"2024-02-19 08:54:38.277368",1563
199,"198283",5,10,25,14,True,True,"2024-02-19 08:54:39.017964",1558
200,"141547",5,10,25,14,False,False,"2024-02-19 08:54:39.496146",1426
201,"186083",5,10,25,14,False,True,"2024-02-19 08:54:40.548942",624
202,"171776",5,10,25,15,True,False,"2024-02-19 08:54:41.113222",1685
203,"134429",5,10,25,15,False,False,"2024-02-19 08:54:41.651379",2914
204,"172816",5,10,21,15,False,True,"2024-02-19 08:54:44.291927",1524
205,"136272",5,10,21,14,False,True,"2024-02-19 08:54:45.320958",2887
206,"193227",5,10,21,14,True,True,"2024-02-19 08:54:45.927706",1778
207,"165786",5,10,21,14,False,True,"2024-02-19 08:54:46.54271",1278
208,"174708",5,10,21,13,False,True,"2024-02-19 08:54:47.065078",529
209,"142257",5,10,23,15,True,True,"2024-02-19 08:56:26.127459",1180
210,"126146",5,10,23,15,False,False,"2024-02-19 08:56:26.653517",2759
211,"129134",5,10,23,15,False,True,"2024-02-19 08:56:27.459508",1831
212,"129898",5,10,23,14,False,False,"2024-02-19 08:56:27.954174",1866
213,"189692",5,10,23,14,True,False,"2024-02-19 08:56:28.447616",1553
214,"154846",5,10,23,14,True,False,"2024-02-19 08:56:28.97996",917
215,"122307",5,10,23,14,False,False,"2024-02-19 08:56:29.50327",702
216,"182099",5,10,23,15,True,False,"2024-02-19 08:56:30.05225",1978
217,"159816",5,10,23,13,False,True,"2024-02-19 08:56:30.59495",1961
218,"165326",5,10,23,15,False,False,"2024-02-19 08:56:31.12868",1188
219,"185154",5,10,23,15,True,False,"2024-02-19 08:56:31.723585",996
220,"141330",5,10,23,15,False,True,"2024-02-19 08:56:32.570492",1915
221,"158958",5,10,23,14,False,False,"2024-02-19 08:56:33.167445",903
222,"155010",5,10,23,15,True,True,"2024-02-19 08:56:33.715892",729
223,"135857",5,10,23,15,False,True,"2024-02-19 08:56:34.269203",2045
224,"147690",5,10,23,15,True,False,"2024-02-19 08:56:34.766636",881
225,"130321",5,10,23,14,True,False,"2024-02-19 08:56:35.255056",2093
226,"196752",5,10,23,14,False,False,"2024-02-19 08:56:35.985294",2227
